"token","staff_token","t1","t2","t3","dsq1_qbtitle","dsq1_qbid","dsq1_qbresp","dsq2_qbtitle","dsq2_qbid","dsq2_qbresp","dsq3_qbtitle","dsq3_qbid","dsq3_qbresp","t5c","t6c","t7","t7_comments_qpresp","t4","q21_average_question_score_average_question_score","mod_subjectid","mod_class_id","mod_class_name","mod_transformed","mod_term","mod_evaluation_start_date","mod_evaluation_end_date","mod_ay","mod_sem","mod_rptterm","mod_module_code","mod_activity_code","mod_activity_type","mod_class_no","mod_activity_code_report","mod_rpt_activity_type","mod_module_name","mod_crseid","mod_faculty_code","mod_faculty","mod_dept_code","mod_department","mod_evaluate_class_option","mod_year_long_module","mod_level","mod_rptfaccd","mod_rptfacdesc","mod_dept_average_by_activity","mod_rptdeptavgactivitydesc","mod_dept_average_by_activity_and_level","mod_rptdeptavgactivitylvldesc","mod_faculty_average_by_activity","mod_rptfacavgactivitydesc","mod_faculty_average_by_activity_and_level","mod_rptfacavgactivitylvldesc","mod_isismoddeptcd","mod_isismodfaccd","mod_merge_classid","mod_common_name","mod_is_prime"
"18700_724","25121_41","3","5","1","","","","","","","","","","Good text 3","Bad text 3","0","","","","","CS3241","Digital Design","","740","","","7","4","740","1549","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18700_724","81005_91","2","4","5","","","","","","","","","","Good text 13","Bad text 5","1","Awesome text 9","","","","CM2101","Chinese Language: Its Past and Present","","740","","","7","4","740","1261","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18700_724","54636_29","1","1","2","","","","","","","","","","","Bad text 13","0","Awesome text 12","","","","JS1101E","Software Engineering","","740","","","7","4","740","1256","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18700_724","10885_70","5","5","2","","","","","","","","","","Good text 2","Bad text 12","1","","","","","PS3257","Financial And Management Accounting","","740","","","7","4","740","1341","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18700_724","22745_55","3","2","5","","","","","","","","","","Good text 2","Bad text 4","1","","","","","LAG2201","Accounting for Decision Makers","","740","","","7","4","740","1279","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18700_724","33912_63","5","4","2","","","","","","","","","","Good text 4","Bad text 9","0","","","","","MA1101R","Making Sense of Society","","740","","","7","4","740","1467","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18734_545","44561_28","2","2","5","","","","","","","","","","Good text 3","Bad text 8","1","Awesome text 11","","","","CS1010E","Principles of Marketing","","1120","","","11","2","1120","1016","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18734_545","71848_66","2","4","5","","","","","","","","","","Good text 6","Bad text 6","0","","","","","ME2151","Probability and Statistics","","1120","","","11","2","1120","1133","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18734_545","67591_86","2","1","5","","","","","","","","","","Good text 7","Bad text 7","1","","","","","LC1004","Asia and the Modern World","","1120","","","11","2","1120","15556","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18734_545","53157_16","1","4","2","","","","","","","","","","Good text 3","Bad text 10","0","Awesome text 13","","","","EE2022","Research Methods","","1120","","","11","2","1120","1257","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18734_545","49235_97","5","5","5","","","","","","","","","","Good text 11","Bad text 1","0","Awesome text 12","","","","GEM2027","Process Safety, Health and Environment","","1120","","","11","2","1120","1257","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18734_545","64068_88","2","2","5","","","","","","","","","","","Bad text 1","0","","","","","EC3322","Chemical Engineering Process Laboratory I","","1120","","","11","2","1120","1213","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18734_545","58097_70","1","1","1","","","","","","","","","","Good text 2","Bad text 10","0","Awesome text 11","","","","MA1511","Differential Equations for Engineering","","1120","","","11","2","1120","6155","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18734_545","66190_0","2","5","3","","","","","","","","","","Good text 12","Bad text 12","0","Awesome text 6","","","","PX3108","Singapore Film: Performance of Identity","","1120","","","11","2","1120","1380","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18749_1214","31593_0","4","1","4","","","","","","","","","","Good text 1","Bad text 10","1","Awesome text 13","","","","EC1301","Financial Accounting","","1610","","","16","1","1610","1013","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18749_1214","96079_45","1","4","5","","","","","","","","","","Good text 10","Bad text 11","0","","","","","CFG1010","Engineering Professionalism","","1610","","","16","1","1610","1049","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18749_1214","9303_31","2","1","2","","","","","","","","","","Good text 8","Bad text 7","0","","","","","MLE1101","Human Capital in Organizations","","1610","","","16","1","1610","1548","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18749_1214","49197_3","1","1","5","","","","","","","","","","Good text 12","Bad text 7","0","Awesome text 12","","","","MNO2009","Japanese 3","","1610","","","16","1","1610","1128","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18749_1214","83790_56","2","4","1","","","","","","","","","","Good text 6","Bad text 5","1","","","","","PC1432","Japanese 1","","1610","","","16","1","1610","1256","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18749_1214","86659_26","3","4","3","","","","","","","","","","Good text 1","Bad text 13","1","","","","","EG2401","Principles of Economics","","1610","","","16","1","1610","1718","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18749_1214","47114_42","1","4","1","","","","","","","","","","Good text 7","Bad text 9","0","","","","","MUT1122","Computer Communication Networks I","","1610","","","16","1","1610","1849","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1879_254","48323_50","5","1","3","","","","","","","","","","Good text 4","Bad text 1","0","","","","","NM3224","Introduction to Biotransport","","620","","","6","2","620","1067","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1879_254","85320_65","5","4","4","","","","","","","","","","Good text 8","Bad text 6","0","","","","","HY1101E","Microeconomic Analysis II","","620","","","6","2","620","2067","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1879_254","89391_40","1","3","2","","","","","","","","","","Good text 12","Bad text 3","1","Awesome text 5","","","","PC1431","NUS Data Protection & PDPA Guidelines","","620","","","6","2","620","1203","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1879_254","19602_58","2","3","4","","","","","","","","","","Good text 4","Bad text 2","0","Awesome text 1","","","","SC2213","Introduction to Systems Thinking","","620","","","6","2","620","1906","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1879_254","54883_31","5","5","5","","","","","","","","","","Good text 11","Bad text 9","0","Awesome text 1","","","","EC3303","Bahasa Indonesia 1","","620","","","6","2","620","1362","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1879_254","82613_92","2","1","4","","","","","","","","","","Good text 7","Bad text 10","1","","","","","ME2134","Engineering Thermodynamics","","620","","","6","2","620","1133","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1879_254","27147_96","3","5","3","","","","","","","","","","Good text 8","Bad text 5","0","","","","","CM2191","Film Art and Human Concerns","","620","","","6","2","620","1018","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"1879_254","25892_77","5","1","1","","","","","","","","","","Good text 11","Bad text 5","1","","","","","PL1101E","Electrical Engineering","","620","","","6","2","620","1014","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18798_645","86326_36","4","5","3","","","","","","","","","","Good text 8","Bad text 7","0","","","","","EG3601","Signals and Systems","","910","","","9","1","910","1385","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18798_645","66943_91","4","4","4","","","","","","","","","","Good text 10","Bad text 3","0","","","","","GEK1520","Understand'g Uncertainty & Stats Think'g","","910","","","9","1","910","1187","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18798_645","30980_29","2","5","5","","","","","","","","","","Good text 2","","1","","","","","ME2142","Fundamentals of Physics II","","910","","","9","1","910","1059","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18798_645","39561_78","4","3","5","","","","","","","","","","Good text 8","Bad text 7","0","Awesome text 6","","","","CN3121","Industrial Practice","","910","","","9","1","910","4733","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18798_645","63234_97","4","4","5","","","","","","","","","","Good text 12","Bad text 12","1","Awesome text 4","","","","LAM1201","Human Development over the Lifespan","","910","","","9","1","910","1379","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18798_645","15271_61","3","3","2","","","","","","","","","","Good text 3","Bad text 3","0","","","","","CS2100","The Evolution of a Global City-State","","910","","","9","1","910","1781","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18798_645","58488_94","4","3","1","","","","","","","","","","Good text 11","Bad text 6","1","Awesome text 10","","","","LC1003","Organic Chemistry for Engineers","","910","","","9","1","910","2016","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18798_645","31043_4","2","1","3","","","","","","","","","","Good text 6","Bad text 8","1","Awesome text 12","","","","EC2101","The Nature of Language","","910","","","9","1","910","1801","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18914_201","57030_65","2","1","3","","","","","","","","","","","Bad text 9","0","","","","","ME2113","Money and Banking I","","910","","","9","1","910","1126","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18914_201","18445_53","2","1","4","","","","","","","","","","Good text 9","Bad text 1","0","","","","","BSP1703","Measurement (Building Works)","","910","","","9","1","910","1215","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18914_201","75037_71","4","5","4","","","","","","","","","","Good text 2","Bad text 2","0","","","","","LSM3211","Introductory Mathematics","","910","","","9","1","910","1609","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18914_201","73394_96","4","3","1","","","","","","","","","","Good text 8","Bad text 10","0","","","","","MA1506","Mathematics II","","910","","","9","1","910","1190","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"18914_201","2526_2","3","3","2","","","","","","","","","","","Bad text 4","0","","","","","ACC2002","Introduction to Economic Analysis","","910","","","9","1","910","1030","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
