token,m1,m2,m3,m4c,m5c,mlo1_qbtitle,mlo1_qbid,mlo1_qbresp,mlo2_qbtitle,mlo2_qbid,mlo2_qbresp,mlo3_qbtitle,mlo3_qbid,mlo3_qbresp,mlo4_qbtitle,mlo4_qbid,mlo4_qbresp,mlo5_qbtitle,mlo5_qbid,mlo5_qbresp,mlo6_qbtitle,mlo6_qbid,mlo6_qbresp,mlo7_qbtitle,mlo7_qbid,mlo7_qbresp,mod_subjectid,mod_class_id,mod_class_name,mod_transformed,mod_term,mod_evaluation_start_date,mod_evaluation_end_date,mod_ay,mod_sem,mod_rptterm,mod_module_code,mod_activity_code,mod_activity_type,mod_class_no,mod_activity_code_report,mod_rpt_activity_type,mod_module_name,mod_crseid,mod_faculty_code,mod_faculty,mod_dept_code,mod_department,mod_evaluate_class_option,mod_year_long_module,mod_level,mod_rptfaccd,mod_rptfacdesc,mod_dept_average_by_activity,mod_rptdeptavgactivitydesc,mod_dept_average_by_activity_and_level,mod_rptdeptavgactivitylvldesc,mod_faculty_average_by_activity,mod_rptfacavgactivitydesc,mod_faculty_average_by_activity_and_level,mod_rptfacavgactivitylvldesc,mod_isismoddeptcd,mod_isismodfaccd,mod_merge_classid,mod_common_name
17974_288,5,4,5,Good text 7,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,LAM1201,Human Development over the Lifespan,,510,,,5,1,510,1109,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17974_288,2,2,3,Good text 9,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,LAC1201,Social Psychology,,510,,,5,1,510,1143,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17974_288,1,1,3,Good text 8,Bad text 3,,,,,,,,,,,,,,,,,,,,,,,LAF1201,Human Physiology: Cardiopulmonary System,,510,,,5,1,510,1464,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17974_288,3,2,4,Good text 13,,,,,,,,,,,,,,,,,,,,,,,,CN1111,Physical Chemistry 1,,510,,,5,1,510,8303,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17974_288,2,3,4,Good text 7,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,LSM2102,Biodiversity,,510,,,5,1,510,2063,,,,,,,,,,,,,,,,,,,,,,,,,,,,
17974_288,4,5,5,Good text 4,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,LSM2101,Statics And Mechanics Of Materials,,510,,,5,1,510,1479,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18007_565,5,4,4,Good text 10,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,PC2230,MARKETING MANAGEMENT,,920,,,9,2,920,1067,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18007_565,4,3,5,Good text 8,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,SC2213,Introduction to Systems Thinking,,920,,,9,2,920,15553,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18007_565,4,3,1,Good text 6,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,GES1028,Introduction to Electricity & Magnetism,,920,,,9,2,920,1788,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18007_565,3,1,5,Good text 10,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,EG1108,Linear Algebra I,,920,,,9,2,920,1476,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18007_565,2,4,1,Good text 11,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,ACC1006,Personal Development & Career Management,,920,,,9,2,920,1326,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18007_565,5,5,3,Good text 1,Bad text 1,,,,,,,,,,,,,,,,,,,,,,,LSM1103,Principles of Mechanical Eng. Materials,,920,,,9,2,920,1071,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18007_565,2,5,2,Good text 4,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,GES1028,Introduction to Electricity & Magnetism,,920,,,9,2,920,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18007_565,2,2,4,Good text 1,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,MKT1003,Management And Organisation,,920,,,9,2,920,15554,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18017_517,3,2,5,Good text 8,Bad text 3,,,,,,,,,,,,,,,,,,,,,,,ST3131,Chemical Kinetics & Reactor Design,,820,,,8,2,820,1291,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18017_517,2,2,5,Good text 13,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,EE4001,German 1,,820,,,8,2,820,2565,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18017_517,2,3,2,Good text 12,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,DSC2006,Managerial Economics,,820,,,8,2,820,1007,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18017_517,4,2,4,Good text 1,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,PA2106,Honours Project in Chemistry,,820,,,8,2,820,2786,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18017_517,5,1,4,Good text 9,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,EC3102,Manufacturing Processes,,820,,,8,2,820,7780,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18017_517,2,1,4,Good text 4,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,ME2101,Forensic Science,,820,,,8,2,820,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18017_517,1,4,2,Good text 13,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,EE2004,Experiments in Chemistry 1,,820,,,8,2,820,1252,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18017_517,1,2,3,Good text 12,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,LSM1401,Data Structures and Algorithms I,,820,,,8,2,820,15258,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18034_1946,3,3,4,Good text 3,Bad text 3,,,,,,,,,,,,,,,,,,,,,,,CN2122,Chemical Engineering Principles,,1230,,,12,3,1230,1375,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18034_1946,1,2,4,Good text 2,Bad text 1,,,,,,,,,,,,,,,,,,,,,,,LAC2201,Reading Visual Images,,1230,,,12,3,1230,1259,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18034_1946,4,2,2,Good text 2,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,MNO1001,Finance,,1230,,,12,3,1230,15556,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18034_1946,1,4,1,Good text 4,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,ES1531,Computer Graphics,,1230,,,12,3,1230,1908,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18034_1946,4,5,2,Good text 5,Bad text 4,,,,,,,,,,,,,,,,,,,,,,,PR2202,Construction Project Management,,1230,,,12,3,1230,12557,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18034_1946,2,1,2,Good text 1,Bad text 1,,,,,,,,,,,,,,,,,,,,,,,ME2135,Digital Fundamentals,,1230,,,12,3,1230,1021,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18034_1946,1,4,4,Good text 10,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,BMA5013,Terrestrial and Coastal Environments,,1230,,,12,3,1230,1382,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18057_1786,3,4,3,,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,ACC1006,Personal Development & Career Management,,1410,,,14,1,1410,1375,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18057_1786,2,4,3,Good text 13,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,LSM1103,Principles of Mechanical Eng. Materials,,1410,,,14,1,1410,1147,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18057_1786,4,2,5,Good text 9,Bad text 1,,,,,,,,,,,,,,,,,,,,,,,CN3108,"Malays - Tradition, Conflict and Change",,1410,,,14,1,1410,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18057_1786,5,5,3,Good text 11,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,LAK1201,Engineering Mathematics I,,1410,,,14,1,1410,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18057_1786,2,1,3,Good text 6,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,LSM1401,Data Structures and Algorithms I,,1410,,,14,1,1410,1032,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18057_1786,1,5,3,Good text 7,Bad text 10,,,,,,,,,,,,,,,,,,,,,,,CN6999,Field Service Project,,1410,,,14,1,1410,1910,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18057_1786,5,3,2,Good text 11,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,PL2131,Molecular Genetics,,1410,,,14,1,1410,2126,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18060_917,2,3,1,Good text 12,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,LSM2191,Japanese 4,,910,,,9,1,910,1285,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18060_917,4,1,1,Good text 1,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,ST2137,Sociology of Deviance,,910,,,9,1,910,1383,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18060_917,2,3,4,Good text 13,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,LSM1104,Feedback Control Systems,,910,,,9,1,910,1054,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18060_917,4,2,3,Good text 9,Bad text 4,,,,,,,,,,,,,,,,,,,,,,,CN2116,Chinese 1,,910,,,9,1,910,2443,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18060_917,5,4,3,Good text 7,Bad text 12,,,,,,,,,,,,,,,,,,,,,,,LSM1104,Feedback Control Systems,,910,,,9,1,910,1022,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18060_917,4,1,1,,Bad text 12,,,,,,,,,,,,,,,,,,,,,,,CM1501,Critical Thinking And Writing,,910,,,9,1,910,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18060_917,4,3,3,Good text 4,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,ST1131,Calculus,,910,,,9,1,910,1142,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18091_212,1,5,4,Good text 8,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,PC1432,Japanese 1,,1620,,,16,2,1620,1323,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18091_212,5,3,4,Good text 8,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,PL3236,French 1,,1620,,,16,2,1620,1116,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18091_212,5,5,2,Good text 9,Bad text 12,,,,,,,,,,,,,,,,,,,,,,,EE2007,Geopolitics:Geographies of War & Peace,,1620,,,16,2,1620,1131,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18091_212,5,2,3,Good text 4,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,CS1020,English for Academic Purposes,,1620,,,16,2,1620,1085,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18091_212,5,2,2,Good text 6,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,GEK2022,Advanced Architectural Integration,,1620,,,16,2,1620,1622,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18091_212,2,1,5,Good text 9,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,TS1101E,Research and Statistical Methods II,,1620,,,16,2,1620,1548,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18091_212,5,1,3,Good text 7,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,LSM4243,Enterprise Systems Server-side Design and Development,,1620,,,16,2,1620,5746,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18091_212,4,5,2,Good text 5,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,GEK1505,Introductory Materials Science And Engineering,,1620,,,16,2,1620,1027,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18166_1683,1,1,2,Good text 9,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,ES1102,"Life, the Universe, and Everything",,1210,,,12,1,1210,1026,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18166_1683,3,3,4,Good text 9,Bad text 3,,,,,,,,,,,,,,,,,,,,,,,SSS1207,Physics in the Life Sciences,,1210,,,12,1,1210,12557,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18166_1683,1,3,2,Good text 13,Bad text 4,,,,,,,,,,,,,,,,,,,,,,,AY1130,Fundamental Techniques in Microbiology,,1210,,,12,1,1210,1013,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18166_1683,5,2,1,Good text 6,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,CS1010E,Principles of Marketing,,1210,,,12,1,1210,1536,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18166_1683,3,1,3,Good text 2,Bad text 3,,,,,,,,,,,,,,,,,,,,,,,PL2131,Molecular Genetics,,1210,,,12,1,1210,2732,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18166_1683,4,1,4,Good text 9,Bad text 1,,,,,,,,,,,,,,,,,,,,,,,SSA2211,Geographical Journeys: Exploring World Environments,,1210,,,12,1,1210,1659,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18166_1683,2,3,3,Good text 11,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,LAB1201,Introduction to Japanese Studies,,1210,,,12,1,1210,1983,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18166_359,4,2,5,Good text 13,Bad text 12,,,,,,,,,,,,,,,,,,,,,,,LSM4243,Enterprise Systems Server-side Design and Development,,1520,,,15,2,1520,1264,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18166_359,1,2,4,,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,CN2121,Inorganic Chemistry 1,,1520,,,15,2,1520,1424,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18166_359,3,3,3,Good text 1,Bad text 12,,,,,,,,,,,,,,,,,,,,,,,ACC1002,B.Eng. Dissertation,,1520,,,15,2,1520,1695,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18166_359,4,1,4,Good text 4,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,EC1301,Financial Accounting,,1520,,,15,2,1520,1259,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18166_359,3,1,1,Good text 9,Bad text 10,,,,,,,,,,,,,,,,,,,,,,,CE3132,Innovativeness In Engineering Design,,1520,,,15,2,1520,1181,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18166_359,5,3,2,Good text 3,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,NM2101,Public Writing and Communication,,1520,,,15,2,1520,1045,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18166_359,4,3,4,Good text 6,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,LC2007,Communicating Engineering,,1520,,,15,2,1520,2011,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18166_359,5,2,3,Good text 11,Bad text 4,,,,,,,,,,,,,,,,,,,,,,,CS1101C,Business Communication for Leaders (BBA),,1520,,,15,2,1520,1082,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18187_1231,1,3,2,Good text 12,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,MD4140,Natural Products,,1140,,,11,4,1140,1788,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18187_1231,5,1,5,Good text 1,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,CM3212,Soil Mechanics,,1140,,,11,4,1140,1259,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18187_1231,5,2,1,Good text 1,Bad text 4,,,,,,,,,,,,,,,,,,,,,,,MA2101,Darwin and Evolution,,1140,,,11,4,1140,1389,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18187_1231,5,1,2,Good text 1,Bad text 12,,,,,,,,,,,,,,,,,,,,,,,MA1505,Quantitative Reasoning,,1140,,,11,4,1140,1398,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18187_1231,2,1,5,Good text 9,Bad text 4,,,,,,,,,,,,,,,,,,,,,,,LAJ2201,Managerial Accounting,,1140,,,11,4,1140,1086,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18187_1231,1,4,4,Good text 12,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,CS2100,The Evolution of a Global City-State,,1140,,,11,4,1140,1264,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18187_1231,2,3,2,Good text 3,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,DP1001,Mathematics I,,1140,,,11,4,1140,1587,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18203_1134,1,1,4,Good text 6,Bad text 1,,,,,,,,,,,,,,,,,,,,,,,CS1231,Nation-Building in Singapore,,1510,,,15,1,1510,2961,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18203_1134,3,4,3,Good text 2,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,GER1000,Programming Methodology,,1510,,,15,1,1510,1398,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18203_1134,2,3,1,Good text 12,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,GEM2900,General and Physical Chemistry for Engineers,,1510,,,15,1,1510,1717,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18203_1134,2,1,4,Good text 6,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,EC3333,Mechanics Of Materials I,,1510,,,15,1,1510,1295,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18203_1134,2,5,3,Good text 3,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,MA3269,Introduction to Cultural Studies,,1510,,,15,1,1510,1451,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18203_1134,4,2,4,Good text 12,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,FAS1102,Introduction to Computing,,1510,,,15,1,1510,1184,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18203_1134,5,2,4,Good text 6,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,CN2121,Inorganic Chemistry 1,,1510,,,15,1,1510,1009,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821_571,3,4,3,Good text 6,Bad text 1,,,,,,,,,,,,,,,,,,,,,,,EC1301,Financial Accounting,,1420,,,14,2,1420,1467,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821_571,5,1,3,,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,PC1431,NUS Data Protection & PDPA Guidelines,,1420,,,14,2,1420,1718,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821_571,2,1,4,Good text 3,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,EG2401,Principles of Economics,,1420,,,14,2,1420,1990,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821_571,2,3,1,Good text 3,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,NM2201,Korean 1,,1420,,,14,2,1420,1146,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821_571,1,5,3,Good text 1,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,CS1020,English for Academic Purposes,,1420,,,14,2,1420,1174,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821_571,2,5,4,,Bad text 12,,,,,,,,,,,,,,,,,,,,,,,ST2132,Econometrics II,,1420,,,14,2,1420,1746,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821_571,5,5,3,Good text 13,Bad text 7,,,,,,,,,,,,,,,,,,,,,,,GE2204,Introduction to Circuits and Systems,,1420,,,14,2,1420,1666,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1821_571,4,1,1,Good text 13,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,LAK2201,Human Factors Engineering,,1420,,,14,2,1420,1686,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824_1005,1,3,4,Good text 9,Bad text 12,,,,,,,,,,,,,,,,,,,,,,,LSM1301,Introduction to Psychology,,1630,,,16,3,1630,1008,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824_1005,4,2,3,Good text 6,Bad text 1,,,,,,,,,,,,,,,,,,,,,,,ME3102,Honours Thesis,,1630,,,16,3,1630,1604,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824_1005,4,4,4,Good text 9,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,FIN2004,Singapore Society,,1630,,,16,3,1630,1041,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824_1005,4,3,4,Good text 1,Bad text 1,,,,,,,,,,,,,,,,,,,,,,,CM1131,Malay 1,,1630,,,16,3,1630,1354,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824_1005,1,1,3,,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,EN1101E,Theories of Communications and New Media,,1630,,,16,3,1630,1086,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824_1005,3,3,3,Good text 9,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,ME3122,Sensors & Actuators,,1630,,,16,3,1630,1479,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824_1005,3,3,2,,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,MA1100,Leadership and Ethics,,1630,,,16,3,1630,1344,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824_259,1,4,3,Good text 13,,,,,,,,,,,,,,,,,,,,,,,,SE1101E,Asian Business Environments,,810,,,8,1,810,1826,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824_259,2,3,3,,Bad text 1,,,,,,,,,,,,,,,,,,,,,,,MD4140,Natural Products,,810,,,8,1,810,1262,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824_259,3,3,5,Good text 11,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,SSA1202,Engineering & Uncertainty Analyses,,810,,,8,1,810,1800,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824_259,5,5,2,Good text 2,Bad text 12,,,,,,,,,,,,,,,,,,,,,,,ST2131,Cell Biology,,810,,,8,1,810,1644,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824_259,4,3,5,,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,PL3234,Industrial Attachment Programme,,810,,,8,1,810,1718,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824_259,4,5,2,Good text 2,,,,,,,,,,,,,,,,,,,,,,,,CE2112,Sociology of Family,,810,,,8,1,810,1138,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824_259,4,3,2,,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,MA1101R,Making Sense of Society,,810,,,8,1,810,15558,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1824_259,1,4,3,Good text 3,Bad text 10,,,,,,,,,,,,,,,,,,,,,,,LAG2201,Accounting for Decision Makers,,810,,,8,1,810,1816,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18255_230,4,4,1,,Bad text 10,,,,,,,,,,,,,,,,,,,,,,,PC2232,Circuit and Systems Design Lab,,1520,,,15,2,1520,1750,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18255_230,4,5,1,Good text 3,Bad text 3,,,,,,,,,,,,,,,,,,,,,,,LC2007,Communicating Engineering,,1520,,,15,2,1520,1277,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18255_230,2,3,5,Good text 5,,,,,,,,,,,,,,,,,,,,,,,,BSP2005,Introduction to Statistics,,1520,,,15,2,1520,1026,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18255_230,3,2,1,Good text 8,Bad text 6,,,,,,,,,,,,,,,,,,,,,,,CS1102C,Making of Modern Europe,,1520,,,15,2,1520,1005,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18255_230,3,2,1,Good text 12,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,CN2122,Chemical Engineering Principles,,1520,,,15,2,1520,1344,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18255_230,2,3,3,Good text 11,Bad text 13,,,,,,,,,,,,,,,,,,,,,,,PF2101,Design for Strategic Communications,,1520,,,15,2,1520,1348,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18255_230,5,1,4,Good text 4,Bad text 4,,,,,,,,,,,,,,,,,,,,,,,EC2303,Science of Music,,1520,,,15,2,1520,1780,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18255_230,3,3,1,Good text 10,Bad text 4,,,,,,,,,,,,,,,,,,,,,,,PL3235,Quantitative Methods for Economic Analysis,,1520,,,15,2,1520,1627,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18332_631,2,1,4,Good text 9,Bad text 12,,,,,,,,,,,,,,,,,,,,,,,GET1020,International Economics I,,1710,,,17,1,1710,12673,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18332_631,2,3,5,Good text 5,Bad text 11,,,,,,,,,,,,,,,,,,,,,,,EE2023,Strategic IT Applications,,1710,,,17,1,1710,1173,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18332_631,2,2,4,Good text 9,Bad text 9,,,,,,,,,,,,,,,,,,,,,,,SC2212,Financial Markets,,1710,,,17,1,1710,1034,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18332_631,2,5,4,Good text 2,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,BSP1004,Probability,,1710,,,17,1,1710,5729,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18332_631,2,5,5,Good text 3,,,,,,,,,,,,,,,,,,,,,,,,LAC1201,Social Psychology,,1710,,,17,1,1710,7806,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18332_631,2,5,5,Good text 1,Bad text 3,,,,,,,,,,,,,,,,,,,,,,,GEK1007,Culture Industries,,1710,,,17,1,1710,15557,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18332_631,1,5,3,Good text 3,Bad text 3,,,,,,,,,,,,,,,,,,,,,,,BSP1005,Physics IIE,,1710,,,17,1,1710,1189,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18332_631,2,2,3,Good text 11,Bad text 1,,,,,,,,,,,,,,,,,,,,,,,GET1029,Stochastic Processes I,,1710,,,17,1,1710,2075,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18337_282,3,1,2,Good text 6,Bad text 10,,,,,,,,,,,,,,,,,,,,,,,ME2121,Introduction to Computer Networks,,1330,,,13,3,1330,1620,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18337_282,3,4,1,,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,NM1101E,Asking Questions,,1330,,,13,3,1330,7239,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18337_282,2,2,2,Good text 11,Bad text 2,,,,,,,,,,,,,,,,,,,,,,,GER1000,Programming Methodology,,1330,,,13,3,1330,1620,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18337_282,2,1,1,Good text 9,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,CM2121,Analytical Chemistry 1,,1330,,,13,3,1330,1031,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18337_282,5,3,4,Good text 5,,,,,,,,,,,,,,,,,,,,,,,,MA1421,Fundamentals of Physics I,,1330,,,13,3,1330,15557,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18337_282,1,1,3,Good text 7,Bad text 3,,,,,,,,,,,,,,,,,,,,,,,LSM1104,Feedback Control Systems,,1330,,,13,3,1330,1298,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18337_282,2,4,4,,Bad text 5,,,,,,,,,,,,,,,,,,,,,,,MA1101R,Making Sense of Society,,1330,,,13,3,1330,5121,,,,,,,,,,,,,,,,,,,,,,,,,,,,
18337_282,4,1,5,Good text 13,Bad text 8,,,,,,,,,,,,,,,,,,,,,,,PH1102E,"Legal Analysis, Research & Communication",,1330,,,13,3,1330,15558,,,,,,,,,,,,,,,,,,,,,,,,,,,,
